Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS-path_length,Maximum_AS-path_length,Average_unique_AS-path_length,Number_of_duplicate_announcements,Number_of_duplicate_withdrawals,Number_of_implicit_withdrawals,Average_edit_distance,Maximum_edit_distance,Inter-arrival_time,Maximum_edit_distance_7,Maximum_edit_distance_8,Maximum_edit_distance_9,Maximum_edit_distance_10,Maximum_edit_distance_11,Maximum_edit_distance_12,Maximum_edit_distance_13,Maximum_edit_distance_14,Maximum_edit_distance_15,Maximum_edit_distance_16,Maximum_edit_distance_17,Maximum_AS-path_length_7,Maximum_AS-path_length_8,Maximum_AS-path_length_9,Maximum_AS-path_length_10,Maximum_AS-path_length_11,Maximum_AS-path_length_12,Maximum_AS-path_length_13,Maximum_AS-path_length_14,Maximum_AS-path_length_15,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_Exterior_Gateway_Protocol_EGP_packets,Number_of_incomplete_packets,Packet_size_bytes,Anomalous,type,category
165,12,260,49,6,14,7,11,450,33,14,3.2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,173,0,10,280,-1,normal,RIPE_regular
157,11,845,208,7,20,7,160,1928,96,20,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158,0,12,389,-1,normal,RIPE_regular
168,13,373,281,6,19,6,9,535,253,19,3.1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,167,0,11,326,-1,normal,RIPE_regular
217,13,405,75,6,11,6,51,580,64,11,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,259,3,27,299,-1,normal,RIPE_regular
525,12,2305,36,6,17,6,70,4910,5,17,9.1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,489,1,47,342,-1,normal,RIPE_regular
239,17,926,61,7,18,7,33,997,48,18,4.3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219,0,26,331,-1,normal,RIPE_regular
151,15,724,53,6,18,6,5,554,45,18,2.8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,2,20,327,-1,normal,RIPE_regular
138,13,268,64,6,12,6,38,299,61,12,2.5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,16,290,-1,normal,RIPE_regular
145,7,201,54,7,12,7,12,294,18,12,2.6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,0,19,273,-1,normal,RIPE_regular
202,10,422,22,6,16,6,2,544,30,16,3.6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,0,21,294,-1,normal,RIPE_regular
294,15,800,59,6,15,6,54,902,52,15,5.2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,271,0,28,324,-1,normal,RIPE_regular
177,16,388,38,6,9,6,27,473,36,9,3.4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162,0,26,291,-1,normal,RIPE_regular
147,14,378,38,6,12,6,28,560,13,12,2.8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135,0,19,295,-1,normal,RIPE_regular
202,11,399,71,6,16,6,37,494,78,16,3.6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,0,27,280,-1,normal,RIPE_regular
147,14,256,63,6,11,6,14,287,46,11,2.7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131,0,21,282,-1,normal,RIPE_regular
187,14,387,38,6,13,6,15,274,44,13,3.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159,0,35,272,-1,normal,RIPE_regular
175,15,557,44,7,17,7,17,980,33,17,3.3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,27,309,-1,normal,RIPE_regular
149,16,378,44,6,12,6,1,466,30,12,2.9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135,2,22,306,-1,normal,RIPE_regular
371,13,864,42,6,16,7,31,716,24,16,6.6,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351,1,34,311,-1,normal,RIPE_regular
177,14,958,78,6,15,6,7,2124,54,15,3.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,152,0,33,362,-1,normal,RIPE_regular
155,13,715,55,6,12,6,57,535,18,12,2.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140,2,22,356,-1,normal,RIPE_regular
168,12,444,62,6,14,7,99,352,37,14,3.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,1,26,313,-1,normal,RIPE_regular
239,18,607,62,6,14,6,6,1375,71,14,4.4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224,0,24,297,-1,normal,RIPE_regular
128,14,218,33,6,16,7,11,203,39,16,2.5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,14,281,-1,normal,RIPE_regular
171,15,422,31,6,13,6,11,517,18,13,3.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158,1,30,294,-1,normal,RIPE_regular
150,13,350,353,6,15,6,37,310,503,15,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143,3,22,343,-1,normal,RIPE_regular
152,17,245,115,7,16,7,25,211,25,16,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,12,282,-1,normal,RIPE_regular
187,17,298,50,7,17,7,11,399,32,17,3.4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,18,266,-1,normal,RIPE_regular
373,11,837,33,7,15,7,37,491,24,15,6.6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,342,0,47,319,-1,normal,RIPE_regular
83,11,468,41,7,16,7,23,445,9,16,1.7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,10,359,-1,normal,RIPE_regular
197,13,807,200,6,13,6,90,767,93,13,3.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185,0,19,384,-1,normal,RIPE_regular
129,13,287,49,7,11,7,11,371,27,11,2.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,127,0,9,292,-1,normal,RIPE_regular
134,13,293,44,7,17,7,22,405,25,17,2.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,12,282,-1,normal,RIPE_regular
109,13,222,30,7,16,7,15,236,6,16,2.1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,13,278,-1,normal,RIPE_regular
135,11,249,37,7,17,7,8,384,9,17,2.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,22,287,-1,normal,RIPE_regular
191,7,461,44,7,23,7,17,618,14,23,3.3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,15,323,-1,normal,RIPE_regular
198,14,378,58,6,26,6,6,497,49,26,3.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,25,301,-1,normal,RIPE_regular
127,6,237,30,7,13,7,15,322,5,13,2.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125,0,10,294,-1,normal,RIPE_regular
177,13,348,36,7,15,7,6,680,34,15,3.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,177,0,11,294,-1,normal,RIPE_regular
110,11,244,34,6,11,6,2,250,12,11,2.2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113,0,12,286,-1,normal,RIPE_regular
120,8,281,27,6,16,6,43,290,8,16,2.3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,9,289,-1,normal,RIPE_regular
115,12,328,30,6,13,6,45,371,13,13,2.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,0,13,290,-1,normal,RIPE_regular
117,12,292,26,6,15,7,3,255,11,15,2.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113,0,16,290,-1,normal,RIPE_regular
160,13,394,25,7,14,7,18,375,19,14,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143,0,28,301,-1,normal,RIPE_regular
223,18,697,99,7,16,7,19,1220,72,16,4.1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,3,26,325,-1,normal,RIPE_regular
124,15,292,81,6,15,7,27,217,31,15,2.4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0,12,301,-1,normal,RIPE_regular
198,17,556,57,7,17,7,39,992,54,17,3.8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,21,314,-1,normal,RIPE_regular
194,16,570,124,6,14,6,41,1090,154,14,3.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184,0,19,309,-1,normal,RIPE_regular
169,14,513,144,6,11,6,26,373,170,11,3.1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,0,26,319,-1,normal,RIPE_regular
280,11,1229,40,7,15,7,28,3354,16,15,4.9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,263,0,25,389,-1,normal,RIPE_regular
128,11,484,36,7,12,7,6,992,7,12,2.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118,0,17,330,-1,normal,RIPE_regular
128,12,876,38,6,12,6,113,1167,20,12,2.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118,0,19,373,-1,normal,RIPE_regular
187,13,428,48,6,12,6,7,569,32,12,3.4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175,0,18,296,-1,normal,RIPE_regular
265,19,868,113,7,18,7,43,1784,88,18,4.7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,246,0,22,319,-1,normal,RIPE_regular
195,17,452,53,7,17,7,45,922,38,17,3.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,22,310,-1,normal,RIPE_regular
205,18,935,58,7,17,7,58,1610,42,17,3.8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,33,361,-1,normal,RIPE_regular
157,14,573,45,7,18,7,64,772,41,18,2.9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,20,337,-1,normal,RIPE_regular
204,12,1541,63,8,21,8,84,3452,27,21,3.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,34,424,-1,normal,RIPE_regular
133,13,347,116,7,22,7,2,373,107,22,2.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,7,324,-1,normal,RIPE_regular
188,17,705,122,7,13,7,13,968,153,13,3.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,181,0,18,337,-1,normal,RIPE_regular
192,13,895,26,7,18,7,70,1855,12,18,3.5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177,0,22,344,-1,normal,RIPE_regular
210,15,367,91,6,18,6,40,713,91,18,3.8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193,0,24,281,-1,normal,RIPE_regular
113,16,287,57,6,11,6,35,427,36,11,2.2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,0,15,291,-1,normal,RIPE_regular
75,11,113,51,6,13,6,1,63,51,13,1.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,0,9,289,-1,normal,RIPE_regular
149,10,242,36,6,17,6,5,260,17,17,2.9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,18,282,-1,normal,RIPE_regular
193,13,362,52,7,17,7,18,611,40,17,3.6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,19,296,-1,normal,RIPE_regular
273,5,674,23,7,13,7,14,972,0,13,4.7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,263,0,19,302,-1,normal,RIPE_regular
207,12,590,228,7,13,7,6,746,312,13,3.8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,0,18,331,-1,normal,RIPE_regular
215,13,853,100,6,14,6,2,853,28,14,3.9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,0,31,348,-1,normal,RIPE_regular
342,19,1260,123,6,15,6,15,537,142,15,6.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,309,0,43,342,-1,normal,RIPE_regular
156,16,428,77,7,13,7,32,360,58,13,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157,1,8,306,-1,normal,RIPE_regular
142,15,251,56,7,13,7,11,277,29,13,2.7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,135,0,13,279,-1,normal,RIPE_regular
124,16,209,66,6,11,6,15,290,63,11,2.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,3,7,281,-1,normal,RIPE_regular
373,16,1103,29,6,12,6,31,804,21,12,6.6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,360,0,22,313,-1,normal,RIPE_regular
159,10,547,32,6,13,6,41,1004,17,13,2.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146,0,22,313,-1,normal,RIPE_regular
166,12,383,22,6,13,6,30,444,23,13,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166,0,7,285,-1,normal,RIPE_regular
268,10,1101,42,6,16,6,27,831,54,16,4.7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,0,9,344,-1,normal,RIPE_regular
479,10,1540,31,6,16,6,270,504,9,16,8.2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,421,0,65,332,-1,normal,RIPE_regular
521,14,1741,42,6,15,6,28,547,12,15,8.9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,467,0,55,338,-1,normal,RIPE_regular
178,8,459,19,6,11,6,8,377,2,11,3.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172,0,19,310,-1,normal,RIPE_regular
134,17,272,55,6,12,6,9,398,24,12,2.7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133,0,14,279,-1,normal,RIPE_regular
94,16,167,45,6,13,6,4,108,36,13,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94,0,12,276,-1,normal,RIPE_regular
134,8,288,20,7,13,7,3,560,7,13,2.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121,0,19,300,-1,normal,RIPE_regular
157,11,347,35,7,17,7,32,633,24,17,2.9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,19,304,-1,normal,RIPE_regular
143,9,294,20,7,14,7,11,344,7,14,2.7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,0,13,284,-1,normal,RIPE_regular
122,14,257,40,6,13,7,36,229,24,13,2.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122,0,12,288,-1,normal,RIPE_regular
146,10,365,26,7,24,7,8,258,13,24,2.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,17,305,-1,normal,RIPE_regular
204,12,325,27,7,24,7,19,441,15,24,3.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,2,25,277,-1,normal,RIPE_regular
362,14,844,75,6,11,6,14,1376,75,11,6.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,345,0,28,294,-1,normal,RIPE_regular
169,15,477,58,6,15,6,3,617,44,15,3.2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,0,16,306,-1,normal,RIPE_regular
206,12,1692,147,6,21,7,9,3287,81,21,3.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,17,446,-1,normal,RIPE_regular
119,12,384,219,7,22,7,3,322,209,22,2.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,9,358,-1,normal,RIPE_regular
111,11,203,53,6,13,6,29,166,32,13,2.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103,0,15,291,-1,normal,RIPE_regular
165,13,577,52,7,11,7,74,777,54,11,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,155,0,14,327,-1,normal,RIPE_regular
174,20,1126,482,7,16,7,5,2278,838,16,3.3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159,0,24,439,-1,normal,RIPE_regular
191,14,727,53,7,15,7,146,1363,18,15,3.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183,0,16,328,-1,normal,RIPE_regular
160,17,285,83,7,14,7,8,381,101,14,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,0,15,290,-1,normal,RIPE_regular
172,13,498,111,6,17,6,44,1122,116,17,3.3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2,17,320,-1,normal,RIPE_regular
150,17,269,69,7,16,7,40,334,46,16,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,0,16,282,-1,normal,RIPE_regular
152,13,286,42,7,15,7,8,463,22,15,2.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147,0,10,287,-1,normal,RIPE_regular
172,17,346,61,6,14,6,17,633,40,14,3.8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188,1,25,307,-1,normal,RIPE_regular
174,14,291,65,6,14,6,4,412,66,14,3.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,166,0,18,275,-1,normal,RIPE_regular
199,14,349,29,6,11,6,0,299,18,11,3.8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,193,2,19,290,-1,normal,RIPE_regular
194,16,539,44,6,11,6,18,1131,46,11,3.7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,193,0,13,296,-1,normal,RIPE_regular
142,15,294,37,6,14,6,9,362,25,14,2.8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137,0,18,275,-1,normal,RIPE_regular
157,17,277,69,6,16,6,6,352,69,16,3.1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,21,276,-1,normal,RIPE_regular
141,10,235,45,6,15,6,13,219,33,15,2.7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,0,14,277,-1,normal,RIPE_regular
116,10,143,29,6,17,6,8,199,5,17,2.2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,18,255,-1,normal,RIPE_regular
232,23,434,63,7,14,7,4,531,68,14,4.4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228,0,17,293,-1,normal,RIPE_regular
231,15,411,51,7,15,7,30,691,50,15,4.2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,220,0,22,284,-1,normal,RIPE_regular
125,20,233,147,7,15,7,3,257,214,15,2.5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,0,17,295,-1,normal,RIPE_regular
173,14,662,38,7,14,7,9,1910,26,14,3.2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,1,26,331,-1,normal,RIPE_regular
268,15,952,51,7,14,7,115,1364,62,14,4.8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,264,0,14,321,-1,normal,RIPE_regular
498,12,2299,72,6,14,7,16,4207,50,14,8.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,443,1,59,365,-1,normal,RIPE_regular
330,12,1516,90,7,15,7,60,2287,70,15,5.7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,287,4,44,353,-1,normal,RIPE_regular
115,11,228,57,6,15,6,6,280,62,15,2.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,8,278,-1,normal,RIPE_regular
122,4,226,20,6,10,6,16,222,0,10,2.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116,1,14,279,-1,normal,RIPE_regular
127,8,192,29,7,21,7,6,164,18,21,2.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,10,261,-1,normal,RIPE_regular
299,9,1542,21,7,20,7,13,4513,10,20,5.2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299,0,8,368,-1,normal,RIPE_regular
365,13,897,44,6,15,6,41,1074,46,15,6.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,355,1,23,315,-1,normal,RIPE_regular
102,7,144,17,7,16,7,1,228,6,16,1.9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,14,278,-1,normal,RIPE_regular
106,13,200,28,6,11,6,11,423,24,11,2.1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,0,13,286,-1,normal,RIPE_regular
148,17,262,55,7,16,7,2,228,55,16,2.8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,0,11,279,-1,normal,RIPE_regular
145,17,397,48,7,14,7,17,759,24,14,2.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145,0,15,291,-1,normal,RIPE_regular
200,15,909,177,6,13,6,3,1953,157,13,3.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193,0,15,359,-1,normal,RIPE_regular
147,15,428,166,6,12,6,1,412,165,12,2.8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,146,0,11,318,-1,normal,RIPE_regular
110,11,184,39,6,16,6,5,253,20,16,2.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,0,17,284,-1,normal,RIPE_regular
82,12,128,41,6,15,6,3,136,45,15,1.8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,14,277,-1,normal,RIPE_regular
273,11,619,23,6,14,6,3,178,25,14,4.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,252,0,31,307,-1,normal,RIPE_regular
148,9,303,105,7,14,7,5,563,133,14,2.7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140,0,14,307,-1,normal,RIPE_regular
121,8,338,46,6,15,6,6,259,8,15,2.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,15,313,-1,normal,RIPE_regular
144,11,534,21,7,17,7,18,368,10,17,2.7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,12,333,-1,normal,RIPE_regular
176,11,1004,150,7,13,7,127,2177,38,13,3.2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173,0,10,398,-1,normal,RIPE_regular
133,11,833,140,6,16,6,7,1646,123,16,2.5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126,0,13,392,-1,normal,RIPE_regular
96,11,415,63,7,12,7,31,371,71,12,1.9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,0,7,345,-1,normal,RIPE_regular
157,11,935,40,7,20,7,4,2633,20,20,2.8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149,3,9,386,-1,normal,RIPE_regular
153,16,326,52,6,20,6,5,372,40,20,2.8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146,0,11,282,-1,normal,RIPE_regular
141,15,311,91,6,14,6,14,460,68,14,2.7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134,0,16,293,-1,normal,RIPE_regular
350,8,3580,47,6,19,6,59,5836,7,19,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,330,0,27,505,-1,normal,RIPE_regular
270,16,2071,68,7,18,7,45,2263,40,18,4.8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244,3,30,447,-1,normal,RIPE_regular
151,13,1211,258,7,28,8,48,965,253,28,2.9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,9,466,-1,normal,RIPE_regular
243,13,4262,31,6,16,7,25,7784,21,16,4.4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,0,15,661,-1,normal,RIPE_regular
143,12,478,34,6,15,6,4,639,20,15,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,0,9,319,-1,normal,RIPE_regular
267,19,1275,119,6,13,6,21,1552,112,13,4.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,266,0,10,360,-1,normal,RIPE_regular
404,16,5962,161,7,21,7,513,10715,189,21,7.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,12,596,-1,normal,RIPE_regular
104,10,201,53,6,15,6,3,325,28,15,2.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,0,7,298,-1,normal,RIPE_regular
174,11,2847,635,6,13,6,35,3325,29,13,3.1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,0,10,699,-1,normal,RIPE_regular
98,6,163,14,6,11,6,6,310,4,11,1.8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,0,6,276,-1,normal,RIPE_regular
129,16,210,43,6,13,7,8,400,38,13,2.5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129,0,8,269,-1,normal,RIPE_regular
